	episode_key	title	season	sequence_in_season	air_date	title_upper	title_camel	imdb	rank_webvectors_gigaword29	matched_tokens_count_webvectors_gigaword29	unmatched_tokens_count_webvectors_gigaword29	matched_tokens_webvectors_gigaword29	unmatched_tokens_webvectors_gigaword29	score_webvectors_gigaword29	rank_webvectors_enwiki223	matched_tokens_count_webvectors_enwiki223	unmatched_tokens_count_webvectors_enwiki223	matched_tokens_webvectors_enwiki223	unmatched_tokens_webvectors_enwiki223	score_webvectors_enwiki223	rank_glove_6B300d	matched_tokens_count_glove_6B300d	unmatched_tokens_count_glove_6B300d	matched_tokens_glove_6B300d	unmatched_tokens_glove_6B300d	score_glove_6B300d	rank_glove_twitter27B200d	matched_tokens_count_glove_twitter27B200d	unmatched_tokens_count_glove_twitter27B200d	matched_tokens_glove_twitter27B200d	unmatched_tokens_glove_twitter27B200d	score_glove_twitter27B200d	rank_glove_twitter27B100d	matched_tokens_count_glove_twitter27B100d	unmatched_tokens_count_glove_twitter27B100d	matched_tokens_glove_twitter27B100d	unmatched_tokens_glove_twitter27B100d	score_glove_twitter27B100d	rank_glove_42B300d	matched_tokens_count_glove_42B300d	unmatched_tokens_count_glove_42B300d	matched_tokens_glove_42B300d	unmatched_tokens_glove_42B300d	score_glove_42B300d	rank_glove_840B300d	matched_tokens_count_glove_840B300d	unmatched_tokens_count_glove_840B300d	matched_tokens_glove_840B300d	unmatched_tokens_glove_840B300d	score_glove_840B300d	rank_fasttext_wikinews300d1M	matched_tokens_count_fasttext_wikinews300d1M	unmatched_tokens_count_fasttext_wikinews300d1M	matched_tokens_fasttext_wikinews300d1M	unmatched_tokens_fasttext_wikinews300d1M	score_fasttext_wikinews300d1M	rank_fasttext_crawl300d2M	matched_tokens_count_fasttext_crawl300d2M	unmatched_tokens_count_fasttext_crawl300d2M	matched_tokens_fasttext_crawl300d2M	unmatched_tokens_fasttext_crawl300d2M	score_fasttext_crawl300d2M	rank_openai_ada002	matched_tokens_count_openai_ada002	unmatched_tokens_count_openai_ada002	score_openai_ada002
78	180	Legacy	4	6	1990-10-27 0:00:00	LEGACY	Legacy	The crew of the Enterprise enters into orbit around the home planet of their former crewmate, Tasha Yar, where they encounter her sister.	24	10	3	crew_NOUN, enterprise_NOUN, orbit_VERB, home_NOUN, planet_NOUN, former_ADJ, crewmate_NOUN, yar_NOUN, encounter_NOUN, sister_NOUN	enters_NOUN, around_ADP, tasha_NOUN	84.35836	29	10	3	crew_NOUN, enterprise_NOUN, orbit_VERB, home_NOUN, planet_NOUN, former_ADJ, crewmate_NOUN, yar_NOUN, encounter_NOUN, sister_NOUN	enters_NOUN, around_ADP, tasha_NOUN	83.79282	16	13	0	crew, enterprise, enters, orbit, around, home, planet, former, crewmate, tasha, yar, encounter, sister		80.3113	13	12	1	crew, enterprise, enters, orbit, around, home, planet, former, tasha, yar, encounter, sister	crewmate	93.72970000000001	16	12	1	crew, enterprise, enters, orbit, around, home, planet, former, tasha, yar, encounter, sister	crewmate	94.30398	27	13	0	crew, enterprise, enters, orbit, around, home, planet, former, crewmate, tasha, yar, encounter, sister		92.64145	38	13	0	crew, enterprise, enters, orbit, around, home, planet, former, crewmate, tasha, yar, encounter, sister		87.482005	27	12	1	crew, enterprise, enters, orbit, around, home, planet, former, crewmate, yar, encounter, sister	tasha	93.975204	29	13	0	crew, enterprise, enters, orbit, around, home, planet, former, crewmate, tasha, yar, encounter, sister		87.378216	66	29	0	91.416335
79	181	Reunion	4	7	1990-11-03 0:00:00	REUNION	Reunion	When the leader of the Klingon High Council dies, Picard finds himself in the middle of the struggle for the now-vacant position. Meanwhile, Worf reunites with a past love, only to find he now has a son.	3	11	7	leader_NOUN, high_ADJ, council_NOUN, middle_ADJ, struggle_NOUN, vacant_ADJ, position_NOUN, meanwhile_ADV, love_NOUN, find_NOUN, son_NOUN	klingon_NOUN, dies_VERB, picard_ADP, finds_NOUN, worf_ADJ, reunites_NOUN, past_ADP	88.95813	2	11	7	leader_NOUN, klingon_NOUN, high_ADJ, council_NOUN, middle_ADJ, struggle_NOUN, vacant_ADJ, position_NOUN, love_NOUN, find_NOUN, son_NOUN	dies_VERB, picard_ADP, finds_NOUN, meanwhile_ADV, worf_ADJ, reunites_NOUN, past_ADP	88.69624	2	18	0	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, worf, reunites, past, love, find, son		88.917685	3	18	0	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, worf, reunites, past, love, find, son		95.91535300000001	2	18	0	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, worf, reunites, past, love, find, son		96.505076	3	18	0	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, worf, reunites, past, love, find, son		95.654976	3	18	0	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, worf, reunites, past, love, find, son		92.40169499999999	2	17	1	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, reunites, past, love, find, son	worf	96.21876499999999	2	18	0	leader, klingon, high, council, dies, picard, finds, middle, struggle, vacant, position, meanwhile, worf, reunites, past, love, find, son		91.47948	2	49	0	93.747437
80	182	Future Imperfect	4	8	1990-11-10 0:00:00	FUTURE IMPERFECT	Future Imperfect	Riker awakens sixteen years after an away mission where he contracted a disease which destroyed his memory back to the point of infection - or so he's told.	8	6	8	away_ADV, mission_NOUN, memory_NOUN, back_ADV, point_NOUN, infection_NOUN	riker_NOUN, awakens_VERB, sixteen_ADJ, years_NOUN, contracted_VERB, disease_ADJ, destroyed_ADJ, told_VERB	86.25287	6	11	3	riker_NOUN, sixteen_ADJ, years_NOUN, away_ADV, mission_NOUN, disease_ADJ, memory_NOUN, back_ADV, point_NOUN, infection_NOUN, told_VERB	awakens_VERB, contracted_VERB, destroyed_ADJ	89.03753	12	14	0	riker, awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told		88.51453000000001	6	14	0	riker, awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told		95.08029	11	14	0	riker, awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told		96.010727	7	14	0	riker, awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told		95.04462500000001	8	14	0	riker, awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told		91.97238	1	13	1	awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told	riker	95.343554	1	14	0	riker, awakens, sixteen, years, away, mission, contracted, disease, destroyed, memory, back, point, infection, told		89.93568400000001	1	32	0	92.217636
81	183	Final Mission	4	9	1990-11-17 0:00:00	FINAL MISSION	Final Mission	Before leaving for Starfleet Academy, Wesley Crusher accompanies Captain Picard on a dangerous mission.	1	4	6	crusher_NOUN, captain_VERB, dangerous_ADJ, mission_NOUN	leaving_VERB, starfleet_NOUN, academy_ADJ, wesley_NOUN, accompanies_NOUN, picard_ADV	81.698155	23	8	2	leaving_VERB, starfleet_NOUN, academy_ADJ, wesley_NOUN, crusher_NOUN, captain_VERB, dangerous_ADJ, mission_NOUN	accompanies_NOUN, picard_ADV	83.876085	36	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		71.74267	8	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		86.66765699999999	17	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		88.14525	50	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		87.47576500000001	40	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		79.54048	7	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		91.91445999999999	43	10	0	leaving, starfleet, academy, wesley, crusher, accompanies, captain, picard, dangerous, mission		84.53421	1	18	0	94.451916
82	184	The Loss	4	10	1990-12-29 0:00:00	THE LOSS	The Loss	As an unknown force drags the Enterprise, Deanna Troi struggles with the loss of her empathic abilities.	10	4	6	unknown_ADJ, force_NOUN, loss_NOUN, empathic_ADJ	drags_NOUN, enterprise_VERB, deanna_NOUN, troi_NOUN, struggles_VERB, abilities_NOUN	81.894946	76	6	4	unknown_ADJ, force_NOUN, enterprise_VERB, troi_NOUN, loss_NOUN, empathic_ADJ	drags_NOUN, deanna_NOUN, struggles_VERB, abilities_NOUN	84.208953	12	10	0	unknown, force, drags, enterprise, deanna, troi, struggles, loss, empathic, abilities		70.720804	14	10	0	unknown, force, drags, enterprise, deanna, troi, struggles, loss, empathic, abilities		86.059046	25	10	0	unknown, force, drags, enterprise, deanna, troi, struggles, loss, empathic, abilities		87.42092	25	10	0	unknown, force, drags, enterprise, deanna, troi, struggles, loss, empathic, abilities		88.182366	38	10	0	unknown, force, drags, enterprise, deanna, troi, struggles, loss, empathic, abilities		81.61962	35	9	1	unknown, force, drags, enterprise, troi, struggles, loss, empathic, abilities	deanna	92.372334	40	10	0	unknown, force, drags, enterprise, deanna, troi, struggles, loss, empathic, abilities		86.016095	1	23	0	93.26199
83	185	Data's Day	4	11	1991-01-05 0:00:00	DATA'S DAY	Data'S Day	Data tries to comprehend the complex emotions between O'Brien and Keiko, who are about to be married.	39	3	5	data_NOUN, comprehend_VERB, complex_ADJ	tries_NOUN, emotions_NOUN, brien_VERB, keiko_NOUN, married_VERB	76.95209	26	5	3	data_NOUN, tries_NOUN, comprehend_VERB, complex_ADJ, brien_VERB	emotions_NOUN, keiko_NOUN, married_VERB	83.35446	38	8	0	data, tries, comprehend, complex, emotions, brien, keiko, married		74.662244	17	8	0	data, tries, comprehend, complex, emotions, brien, keiko, married		87.89522600000001	30	8	0	data, tries, comprehend, complex, emotions, brien, keiko, married		89.72432	15	8	0	data, tries, comprehend, complex, emotions, brien, keiko, married		89.70998999999999	6	8	0	data, tries, comprehend, complex, emotions, brien, keiko, married		84.99244	6	7	1	data, tries, comprehend, complex, emotions, brien, married	keiko	91.68408	2	8	0	data, tries, comprehend, complex, emotions, brien, keiko, married		84.434867	1	21	0	92.03166
84	186	The Wounded	4	12	1991-01-26 0:00:00	THE WOUNDED	The Wounded	After being fired upon by a Cardassian vessel, Picard races against time to find out the facts behind the Cardassian commander's claim that the Federation attacked one of their outposts.	15	8	9	vessel_NOUN, races_NOUN, time_NOUN, find_VERB, commander_NOUN, claim_NOUN, federation_NOUN, one_NUM	fired_VERB, upon_ADP, cardassian_ADJ, picard_NOUN, facts_NOUN, behind_ADP, cardassian_ADJ, attacked_VERB, outposts_NOUN	88.36490500000001	1	12	5	fired_VERB, cardassian_ADJ, vessel_NOUN, picard_NOUN, time_NOUN, find_VERB, facts_NOUN, cardassian_ADJ, commander_NOUN, claim_NOUN, federation_NOUN, one_NUM	upon_ADP, races_NOUN, behind_ADP, attacked_VERB, outposts_NOUN	89.80302999999999	2	17	0	fired, upon, cardassian, vessel, picard, races, time, find, facts, behind, cardassian, commander, claim, federation, attacked, one, outposts		88.60448600000001	30	17	0	fired, upon, cardassian, vessel, picard, races, time, find, facts, behind, cardassian, commander, claim, federation, attacked, one, outposts		94.03373	16	17	0	fired, upon, cardassian, vessel, picard, races, time, find, facts, behind, cardassian, commander, claim, federation, attacked, one, outposts		94.465524	4	17	0	fired, upon, cardassian, vessel, picard, races, time, find, facts, behind, cardassian, commander, claim, federation, attacked, one, outposts		94.97192	2	17	0	fired, upon, cardassian, vessel, picard, races, time, find, facts, behind, cardassian, commander, claim, federation, attacked, one, outposts		91.177803	3	15	2	fired, upon, vessel, picard, races, time, find, facts, behind, commander, claim, federation, attacked, one, outposts	cardassian, cardassian	96.44993	6	17	0	fired, upon, cardassian, vessel, picard, races, time, find, facts, behind, cardassian, commander, claim, federation, attacked, one, outposts		91.47527	1	39	0	92.89173
85	187	Devil's Due	4	13	1991-02-02 0:00:00	DEVIL'S DUE	Devil'S Due	While answering a distress call, Picard finds himself not sure of exactly who he is dealing with, but he's sure he's not dealing with the planet's version of the Devil, as she claims to be.	8	8	6	distress_NOUN, call_NOUN, sure_ADJ, exactly_ADV, sure_ADJ, planet_NOUN, version_NOUN, devil_NOUN	answering_VERB, picard_NOUN, finds_VERB, dealing_VERB, dealing_VERB, claims_NOUN	89.50960599999999	19	12	2	distress_NOUN, call_NOUN, picard_NOUN, finds_VERB, sure_ADJ, exactly_ADV, dealing_VERB, sure_ADJ, dealing_VERB, planet_NOUN, version_NOUN, devil_NOUN	answering_VERB, claims_NOUN	89.78652	4	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		91.41730700000001	1	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		96.18825	3	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		97.354776	1	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		96.34676599999999	1	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		94.944626	1	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		96.13694000000001	1	14	0	answering, distress, call, picard, finds, sure, exactly, dealing, sure, dealing, planet, version, devil, claims		89.95273	1	43	0	92.84103999999999
86	188	Clues	4	14	1991-02-09 0:00:00	CLUES	Clues	Effects of passing through a wormhole give the Enterprise crew a sense that they were unconscious for more than the thirty seconds they've been led to believe.	2	7	5	enterprise_NOUN, crew_NOUN, sense_NOUN, unconscious_ADJ, thirty_NOUN, seconds_NOUN, believe_VERB	effects_NOUN, passing_VERB, wormhole_ADJ, give_ADJ, led_VERB	87.60265000000001	4	10	2	effects_NOUN, passing_VERB, wormhole_ADJ, give_ADJ, enterprise_NOUN, crew_NOUN, sense_NOUN, unconscious_ADJ, thirty_NOUN, believe_VERB	seconds_NOUN, led_VERB	89.968383	1	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		91.31969	5	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		95.85433	9	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		96.56522	2	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		96.41086	2	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		94.99094500000001	1	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		96.52623	3	12	0	effects, passing, wormhole, give, enterprise, crew, sense, unconscious, thirty, seconds, led, believe		91.79022	1	30	0	92.925143
87	189	First Contact	4	15	1991-02-16 0:00:00	FIRST CONTACT	First Contact	Disguised as an alien prior to First Contact, Will's life becomes imperiled when incurred injuries reveal his foreign internal structure to a xenophobic alien population.	4	9	8	alien_NOUN, prior_ADV, first_ADJ, life_NOUN, reveal_VERB, foreign_ADJ, internal_ADJ, structure_NOUN, population_NOUN	disguised_VERB, contact_ADJ, becomes_NOUN, imperiled_VERB, incurred_ADJ, injuries_NOUN, xenophobic_NOUN, alien_VERB	88.63286000000001	2	11	6	alien_NOUN, prior_ADV, first_ADJ, contact_ADJ, life_NOUN, reveal_VERB, foreign_ADJ, internal_ADJ, structure_NOUN, alien_VERB, population_NOUN	disguised_VERB, becomes_NOUN, imperiled_VERB, incurred_ADJ, injuries_NOUN, xenophobic_NOUN	87.477905	3	17	0	disguised, alien, prior, first, contact, life, becomes, imperiled, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population		87.146235	36	16	1	disguised, alien, prior, first, contact, life, becomes, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population	imperiled	93.3303	66	16	1	disguised, alien, prior, first, contact, life, becomes, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population	imperiled	93.695986	7	17	0	disguised, alien, prior, first, contact, life, becomes, imperiled, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population		94.12182999999999	10	17	0	disguised, alien, prior, first, contact, life, becomes, imperiled, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population		91.07982	11	17	0	disguised, alien, prior, first, contact, life, becomes, imperiled, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population		95.11249699999999	9	17	0	disguised, alien, prior, first, contact, life, becomes, imperiled, incurred, injuries, reveal, foreign, internal, structure, xenophobic, alien, population		87.92109	10	32	0	90.764344
88	190	Galaxy's Child	4	16	1991-03-09 0:00:00	GALAXY'S CHILD	Galaxy'S Child	As Geordi La Forge finally meets the real Dr. Leah Brahms, a tragic first contact leaves the Enterprise with a gigantic galactic infant suckling the ship's energy.	16	11	9	la_NOUN, forge_VERB, finally_ADV, real_ADJ, first_ADJ, contact_NOUN, gigantic_ADJ, galactic_ADJ, infant_NOUN, ship_NOUN, energy_NOUN	geordi_NOUN, meets_NOUN, dr_ADJ, leah_NOUN, brahms_NOUN, tragic_VERB, leaves_VERB, enterprise_ADV, suckling_VERB	90.086114	41	16	4	la_NOUN, forge_VERB, finally_ADV, meets_NOUN, real_ADJ, dr_ADJ, leah_NOUN, first_ADJ, contact_NOUN, enterprise_ADV, gigantic_ADJ, galactic_ADJ, infant_NOUN, suckling_VERB, ship_NOUN, energy_NOUN	geordi_NOUN, brahms_NOUN, tragic_VERB, leaves_VERB	90.424633	17	20	0	geordi, la, forge, finally, meets, real, dr, leah, brahms, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy		84.27911	49	20	0	geordi, la, forge, finally, meets, real, dr, leah, brahms, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy		94.50028	46	20	0	geordi, la, forge, finally, meets, real, dr, leah, brahms, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy		94.743824	39	20	0	geordi, la, forge, finally, meets, real, dr, leah, brahms, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy		94.7209	79	19	1	la, forge, finally, meets, real, dr, leah, brahms, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy	geordi	91.14558000000001	31	18	2	la, forge, finally, meets, real, dr, leah, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy	geordi, brahms	96.06935	81	20	0	geordi, la, forge, finally, meets, real, dr, leah, brahms, tragic, first, contact, leaves, enterprise, gigantic, galactic, infant, suckling, ship, energy		90.19853	1	36	0	94.618934
89	191	Night Terrors	4	17	1991-03-16 0:00:00	NIGHT TERRORS	Night Terrors	The Enterprise gets trapped in a Tyken's Rift, an energy-absorbing rupture in space, where all but Data, Troi and Guinan experience rising hallucinations and paranoia.	57	6	10	enterprise_NOUN, rift_NOUN, energy_NOUN, space_NOUN, data_NOUN, experience_NOUN	gets_VERB, trapped_VERB, tyken_ADJ, absorbing_VERB, rupture_ADJ, troi_NOUN, guinan_ADJ, rising_VERB, hallucinations_NOUN, paranoia_VERB	82.36569	8	10	6	enterprise_NOUN, gets_VERB, rift_NOUN, energy_NOUN, rupture_ADJ, space_NOUN, data_NOUN, troi_NOUN, experience_NOUN, rising_VERB	trapped_VERB, tyken_ADJ, absorbing_VERB, guinan_ADJ, hallucinations_NOUN, paranoia_VERB	88.152444	9	15	1	enterprise, gets, trapped, rift, energy, absorbing, rupture, space, data, troi, guinan, experience, rising, hallucinations, paranoia	tyken	79.93026	32	14	2	enterprise, gets, trapped, rift, energy, absorbing, rupture, space, data, troi, experience, rising, hallucinations, paranoia	tyken, guinan	89.609015	37	14	2	enterprise, gets, trapped, rift, energy, absorbing, rupture, space, data, troi, experience, rising, hallucinations, paranoia	tyken, guinan	90.27387999999999	9	16	0	enterprise, gets, trapped, tyken, rift, energy, absorbing, rupture, space, data, troi, guinan, experience, rising, hallucinations, paranoia		90.98829	16	14	2	enterprise, gets, trapped, rift, energy, absorbing, rupture, space, data, troi, experience, rising, hallucinations, paranoia	tyken, guinan	87.863946	7	14	2	enterprise, gets, trapped, rift, energy, absorbing, rupture, space, data, troi, experience, rising, hallucinations, paranoia	tyken, guinan	93.96911999999999	7	14	2	enterprise, gets, trapped, rift, energy, absorbing, rupture, space, data, troi, experience, rising, hallucinations, paranoia	tyken, guinan	88.02385000000001	24	37	0	92.43188500000001
90	192	Identity Crisis	4	18	1991-03-23 0:00:00	IDENTITY CRISIS	Identity Crisis	Lt. Commander Geordi La Forge and an old friend fight to defeat a parasite that is trying to transform them into another species.	51	10	4	lt_ADJ, commander_NOUN, la_NOUN, forge_VERB, old_ADJ, friend_NOUN, fight_NOUN, defeat_NOUN, parasite_NOUN, species_NOUN	geordi_NOUN, trying_VERB, transform_NOUN, another_DET	87.99063000000001	83	10	4	lt_ADJ, commander_NOUN, la_NOUN, forge_VERB, old_ADJ, friend_NOUN, fight_NOUN, defeat_NOUN, parasite_NOUN, transform_NOUN	geordi_NOUN, trying_VERB, another_DET, species_NOUN	85.979474	25	14	0	lt, commander, geordi, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species		83.315027	3	14	0	lt, commander, geordi, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species		94.97876	5	14	0	lt, commander, geordi, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species		95.18579	9	14	0	lt, commander, geordi, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species		94.09655000000001	82	13	1	lt, commander, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species	geordi	90.281546	31	13	1	lt, commander, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species	geordi	95.01482	30	14	0	lt, commander, geordi, la, forge, old, friend, fight, defeat, parasite, trying, transform, another, species		89.492774	72	27	0	91.64907
91	193	The Nth Degree	4	19	1991-03-30 0:00:00	THE NTH DEGREE	The Nth Degree	When assigned to investigate an unknown probe, Lt. Barclay is hit by an energy surge, through a shuttlecraft's computer, and he receives an inexplicable boost of confidence and a vast increase in his knowledge.	10	13	5	unknown_ADJ, probe_NOUN, lt_NOUN, hit_VERB, energy_NOUN, surge_NOUN, computer_NOUN, inexplicable_ADJ, boost_NOUN, confidence_NOUN, vast_ADJ, increase_NOUN, knowledge_NOUN	assigned_VERB, investigate_ADJ, barclay_NOUN, shuttlecraft_NOUN, receives_VERB	88.709444	2	16	2	assigned_VERB, investigate_ADJ, unknown_ADJ, probe_NOUN, lt_NOUN, barclay_NOUN, hit_VERB, energy_NOUN, surge_NOUN, computer_NOUN, inexplicable_ADJ, boost_NOUN, confidence_NOUN, vast_ADJ, increase_NOUN, knowledge_NOUN	shuttlecraft_NOUN, receives_VERB	89.87393999999999	13	18	0	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, shuttlecraft, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge		85.898554	19	17	1	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge	shuttlecraft	91.29317999999999	26	17	1	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge	shuttlecraft	92.094827	13	18	0	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, shuttlecraft, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge		93.98993	10	18	0	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, shuttlecraft, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge		90.57795	13	18	0	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, shuttlecraft, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge		94.96379	1	18	0	assigned, investigate, unknown, probe, lt, barclay, hit, energy, surge, shuttlecraft, computer, receives, inexplicable, boost, confidence, vast, increase, knowledge		89.61644	8	43	0	92.65818999999999
92	194	Qpid	4	20	1991-04-20 0:00:00	QPID	Qpid	Aiming to get out of Jean-Luc's debt, Q forces Capt. Picard and his officers to live out the Legend of Robin Hood - with a past acquaintance as Maid Marian.	5	7	11	get_VERB, debt_NOUN, live_VERB, legend_VERB, hood_NOUN, acquaintance_NOUN, maid_NOUN	aiming_VERB, jean_ADJ, luc_ADJ, q_NOUN, forces_NOUN, capt_VERB, picard_ADJ, officers_NOUN, robin_ADJ, past_ADP, marian_NOUN	85.85679999999999	1	12	6	get_VERB, jean_ADJ, luc_ADJ, debt_NOUN, capt_VERB, live_VERB, legend_VERB, robin_ADJ, hood_NOUN, acquaintance_NOUN, maid_NOUN, marian_NOUN	aiming_VERB, q_NOUN, forces_NOUN, picard_ADJ, officers_NOUN, past_ADP	86.58989700000001	1	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		85.74485	24	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		94.08427499999999	47	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		94.92870599999999	1	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		95.00838	1	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		89.40988	6	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		92.98134	1	18	0	aiming, get, jean, luc, debt, q, forces, capt, picard, officers, live, legend, robin, hood, past, acquaintance, maid, marian		90.16712	1	38	0	92.488766
93	195	The Drumhead	4	21	1991-04-27 0:00:00	THE DRUMHEAD	The Drumhead	A retired admiral boards the Enterprise in an effort to determine the actions aboard the ship surrounding an act of sabotage and possible treason.	1	8	6	retired_ADJ, admiral_ADJ, enterprise_NOUN, effort_NOUN, ship_NOUN, sabotage_NOUN, possible_ADJ, treason_NOUN	boards_NOUN, determine_NOUN, actions_NOUN, aboard_ADP, surrounding_VERB, act_ADJ	84.69523	5	12	2	retired_ADJ, admiral_ADJ, boards_NOUN, enterprise_NOUN, effort_NOUN, determine_NOUN, ship_NOUN, surrounding_VERB, act_ADJ, sabotage_NOUN, possible_ADJ, treason_NOUN	actions_NOUN, aboard_ADP	89.02896	11	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		87.774193	12	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		92.495835	16	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		93.016565	8	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		94.38398	8	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		92.24385000000001	8	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		95.474017	7	14	0	retired, admiral, boards, enterprise, effort, determine, actions, aboard, ship, surrounding, act, sabotage, possible, treason		89.73218	13	26	0	92.00654
